month,division,line,period,num_passengers,additional_platform_time,additional_train_time,total_apt,total_att,over_five_mins,over_five_mins_perc,customer_journey_time
2024-08-01T00:00:00.000,B DIVISION,F,offpeak,4303286.5,1.8769603,0.38727635,8077098.0,1666561.1,932968.8,0.21680377,0.7831962
2024-08-01T00:00:00.000,B DIVISION,F,peak,4308668.5,1.4267738,-0.52787143,6147495.0,-2274423.0,563247.0,0.13072415,0.86927587
2024-08-01T00:00:00.000,B DIVISION,G,offpeak,522395.0,1.1432867,0.7813437,597247.25,408170.03,58778.4,0.112517156,0.8874828
2024-08-01T00:00:00.000,B DIVISION,G,peak,524517.5,0.78192127,0.56441045,410131.38,296043.16,55884.9,0.10654535,0.8934547
2024-08-01T00:00:00.000,B DIVISION,JZ,offpeak,1368782.8,1.5047618,0.91469425,2059692.0,1252017.8,301103.1,0.21997873,0.78002125
2024-08-01T00:00:00.000,B DIVISION,JZ,peak,1284552.4,1.2965214,0.38438904,1665449.6,493767.88,220227.9,0.1714433,0.8285567
2024-08-01T00:00:00.000,B DIVISION,L,offpeak,2672747.2,1.167814,0.63422394,3121271.8,1695120.2,276683.3,0.103520185,0.8964798
2024-08-01T00:00:00.000,B DIVISION,L,peak,2481119.5,1.5220057,0.65582764,3776278.0,1627186.8,219631.3,0.08852105,0.91147894
2024-08-01T00:00:00.000,B DIVISION,M,offpeak,1685000.2,2.257695,0.5200905,3804216.5,876352.7,402825.6,0.23906562,0.7609344
2024-08-01T00:00:00.000,B DIVISION,M,peak,1733388.1,1.8563457,0.047948744,3217767.5,83113.78,337806.7,0.19488232,0.80511767
2024-08-01T00:00:00.000,B DIVISION,N,offpeak,2586528.5,1.4970226,0.89409906,3872091.5,2312612.5,545286.7,0.21081798,0.789182
2024-08-01T00:00:00.000,B DIVISION,N,peak,2595182.5,1.2778233,0.24897347,3316184.8,646131.6,384906.9,0.14831592,0.8516841
2024-08-01T00:00:00.000,B DIVISION,Q,offpeak,3083345.2,1.4222639,0.7521331,4385330.5,2319086.0,658210.4,0.21347283,0.78652716
2024-08-01T00:00:00.000,B DIVISION,Q,peak,3069828.2,1.2898092,0.5684073,3959492.8,1744912.8,541476.1,0.17638645,0.8236135
2024-08-01T00:00:00.000,B DIVISION,R,offpeak,3336723.8,1.9288828,0.28279528,6436149.5,943609.75,744573.2,0.223145,0.776855
2024-08-01T00:00:00.000,B DIVISION,R,peak,3385843.0,1.471931,-0.06898186,4983727.0,-233561.77,524603.0,0.15494014,0.8450599
2024-08-01T00:00:00.000,B DIVISION,S Fkln,offpeak,133339.1,0.47974932,0.023104206,63969.34,3080.6938,5203.6,0.039025314,0.9609747
2024-08-01T00:00:00.000,B DIVISION,S Fkln,peak,114238.9,0.44263905,-0.011626784,50566.598,-1328.2311,4802.2,0.04203647,0.9579635
2024-08-01T00:00:00.000,B DIVISION,S Rock,offpeak,40778.5,1.4739344,-0.6545122,60104.836,-26690.027,5650.8,0.13857302,0.86142695
2024-08-01T00:00:00.000,B DIVISION,S Rock,peak,25435.5,0.54656905,-1.3821363,13902.257,-35155.332,1965.2,0.077262096,0.9227379
2024-08-01T00:00:00.000,B DIVISION,W,offpeak,1289575.9,1.081139,0.40217885,1394210.8,518640.16,169196.0,0.13120282,0.8687972
2024-08-01T00:00:00.000,B DIVISION,W,peak,1368413.8,0.7929534,-0.19686909,1085088.4,-269398.38,105823.9,0.077333264,0.9226667
2024-09-01T00:00:00.000,A DIVISION,1,offpeak,4436528.0,1.0456676,0.80042636,4639134.0,3551114.0,566734.1,0.12774272,0.8722573
2024-09-01T00:00:00.000,A DIVISION,1,peak,4867927.5,1.0138668,0.7138606,4935430.0,3475021.2,509113.34,0.10458524,0.89541477
2024-09-01T00:00:00.000,A DIVISION,2,offpeak,2764587.8,1.3143607,0.71197104,3633665.8,1968306.5,480457.44,0.1737899,0.8262101
2024-09-01T00:00:00.000,A DIVISION,2,peak,3240494.5,1.0437007,0.38953578,3382106.5,1262288.6,404241.2,0.124746755,0.87525326
2024-09-01T00:00:00.000,A DIVISION,3,offpeak,1968692.4,0.93181145,0.32374835,1834450.1,637360.94,237717.44,0.1207489,0.8792511
2024-09-01T00:00:00.000,A DIVISION,3,peak,2556601.0,0.84172016,0.34269726,2151942.5,876140.1,259045.88,0.10132433,0.8986757
2024-09-01T00:00:00.000,A DIVISION,4,offpeak,3672171.0,0.9810216,0.5630076,3602479.0,2067460.2,510700.8,0.13907327,0.86092675
2024-09-01T00:00:00.000,A DIVISION,4,peak,3943581.2,0.9306672,0.44812366,3670161.8,1767212.1,495716.1,0.12570201,0.874298
2024-09-01T00:00:00.000,A DIVISION,5,offpeak,2480130.5,1.1897842,0.7250947,2950820.0,1798329.2,364898.7,0.14712884,0.8528712
2024-09-01T00:00:00.000,A DIVISION,5,peak,3236978.5,1.0093887,0.32883742,3267369.5,1064439.6,407755.62,0.12596798,0.874032
2024-09-01T00:00:00.000,A DIVISION,6,offpeak,4905211.5,1.131218,0.71236914,5548863.0,3494321.2,597885.75,0.12188786,0.87811214
2024-09-01T00:00:00.000,A DIVISION,6,peak,5485017.5,1.2416402,0.89888406,6810418.0,4930394.5,744668.75,0.13576415,0.8642358
2024-09-01T00:00:00.000,A DIVISION,7,offpeak,3752982.2,0.7509308,0.50585884,2818230.0,1898479.2,380718.84,0.101444356,0.89855564
2024-09-01T00:00:00.000,A DIVISION,7,peak,4156502.8,0.67342675,0.40154094,2799100.0,1669005.9,273851.47,0.065885074,0.93411493
2024-09-01T00:00:00.000,A DIVISION,S 42nd,offpeak,301819.4,0.56430465,-0.11664779,170318.1,-35206.566,6639.94,0.021999713,0.9780003
2024-09-01T00:00:00.000,A DIVISION,S 42nd,peak,414072.84,0.434626,-0.12078728,179966.83,-50014.734,3099.6567,0.007485776,0.99251425
2024-09-01T00:00:00.000,B DIVISION,A,offpeak,3412484.5,1.2692854,0.7666055,4331417.0,2616029.2,712814.25,0.20888424,0.79111576
2024-09-01T00:00:00.000,B DIVISION,A,peak,4259487.5,1.1775117,0.6687057,5015597.0,2848343.5,712175.06,0.16719735,0.83280265
2024-09-01T00:00:00.000,B DIVISION,B,offpeak,2026493.4,1.9895414,1.3488299,4031792.5,2733394.8,516303.6,0.25477684,0.74522316
2024-09-01T00:00:00.000,B DIVISION,B,peak,2638374.5,1.8018155,1.1367378,4753864.0,2999140.0,632184.4,0.23961131,0.7603887
2024-09-01T00:00:00.000,B DIVISION,C,offpeak,2233343.8,1.5281557,0.498233,3412896.8,1112725.5,368814.28,0.16513996,0.83486
2024-09-01T00:00:00.000,B DIVISION,C,peak,1975825.0,1.717965,0.46117127,3394398.2,911193.7,349316.7,0.17679535,0.82320464
2024-09-01T00:00:00.000,B DIVISION,D,offpeak,2620380.2,1.9421533,1.0082668,5089180.5,2642042.2,661406.7,0.25240865,0.7475913
2024-09-01T00:00:00.000,B DIVISION,D,peak,2600287.5,1.7051443,1.0921556,4433865.5,2839918.5,610578.9,0.23481207,0.7651879
2024-09-01T00:00:00.000,B DIVISION,E,offpeak,3157222.2,1.2319611,0.29317755,3889575.2,925626.7,462972.56,0.1466392,0.8533608
2024-09-01T00:00:00.000,B DIVISION,E,peak,3641131.5,1.6295669,-0.15439126,5933467.5,-562158.9,458059.3,0.12580137,0.8741986
2024-09-01T00:00:00.000,B DIVISION,F,offpeak,3829121.5,1.9634808,0.25792357,7518407.0,987620.7,850986.8,0.22224073,0.77775925
2024-09-01T00:00:00.000,B DIVISION,F,peak,4403028.5,1.7183375,-0.24056727,7565889.0,-1059224.5,731910.06,0.16622877,0.8337712
2024-09-01T00:00:00.000,B DIVISION,G,offpeak,1081447.9,1.4864346,1.0514147,1607501.6,1137050.2,196800.19,0.18197842,0.8180216
2024-09-01T00:00:00.000,B DIVISION,G,peak,1228778.2,1.1426487,0.7419058,1404062.0,911637.75,220905.38,0.17977645,0.82022357
2024-09-01T00:00:00.000,B DIVISION,JZ,offpeak,1373955.6,1.3711053,0.938262,1883837.8,1289130.4,307736.28,0.22397834,0.77602166
2024-09-01T00:00:00.000,B DIVISION,JZ,peak,1431549.6,1.1980244,0.56794655,1715031.2,813043.7,257174.62,0.17964771,0.82035226
2024-09-01T00:00:00.000,B DIVISION,L,offpeak,2539747.5,1.0304389,0.564708,2617054.5,1434215.8,221931.06,0.08738312,0.91261685
2024-09-01T00:00:00.000,B DIVISION,L,peak,2646483.5,1.5577039,0.6527429,4122437.8,1727473.5,240289.4,0.090795726,0.90920424
2024-09-01T00:00:00.000,B DIVISION,M,offpeak,1587871.2,2.020676,0.34533367,3208573.2,548345.44,355107.03,0.22363715,0.77636284
2024-09-01T00:00:00.000,B DIVISION,M,peak,1872611.1,2.2664196,0.31831262,4244123.0,596075.75,411714.62,0.21986125,0.78013873
2024-09-01T00:00:00.000,B DIVISION,N,offpeak,2407703.8,1.4413565,0.9228561,3470359.8,2221964.0,498171.3,0.20690723,0.7930928
2024-09-01T00:00:00.000,B DIVISION,N,peak,2681831.5,1.3834472,0.46180257,3710172.2,1238476.8,462213.9,0.1723501,0.8276499
2024-09-01T00:00:00.000,B DIVISION,Q,offpeak,2981502.2,1.4626008,1.181979,4360747.5,3524073.0,690518.3,0.2316008,0.7683992
2024-09-01T00:00:00.000,B DIVISION,Q,peak,3286226.5,1.2871506,0.88069266,4229868.5,2894155.8,643467.5,0.19580741,0.8041926
2024-09-01T00:00:00.000,B DIVISION,R,offpeak,3184356.2,1.6928617,0.21334451,5390674.5,679364.94,661391.94,0.20770036,0.7922996
2024-09-01T00:00:00.000,B DIVISION,R,peak,3606744.2,1.6314431,0.049345985,5884198.0,177978.36,638683.9,0.17708044,0.82291955
2024-09-01T00:00:00.000,B DIVISION,S Fkln,offpeak,185170.28,0.36883277,-0.014528426,68296.87,-2690.2327,7490.635,0.040452685,0.95954734
2024-09-01T00:00:00.000,B DIVISION,S Fkln,peak,178892.2,0.26691735,-0.06445921,47749.43,-11531.25,6008.344,0.033586394,0.9664136
2024-09-01T00:00:00.000,B DIVISION,S Rock,offpeak,32067.758,1.1402847,-0.7278297,36566.37,-23339.865,3813.2805,0.11891323,0.88108677
2024-09-01T00:00:00.000,B DIVISION,S Rock,peak,21257.271,0.79565185,-1.1685624,16913.387,-24840.45,1962.8093,0.0923359,0.9076641
2024-09-01T00:00:00.000,B DIVISION,W,offpeak,1125852.6,0.9913539,0.20371634,1116118.5,229354.58,135106.89,0.12000406,0.87999594
2024-09-01T00:00:00.000,B DIVISION,W,peak,1384712.8,0.8127979,-0.11971531,1125491.6,-165771.31,114856.16,0.08294584,0.9170542
2024-10-01T00:00:00.000,A DIVISION,1,offpeak,5062172.0,0.9354727,0.79718596,4735524.0,4035492.8,588591.44,0.1162725,0.8837275
2024-10-01T00:00:00.000,A DIVISION,1,peak,5666852.0,1.0025195,0.66396517,5681129.5,3762592.5,551934.6,0.097397044,0.902603
2024-10-01T00:00:00.000,A DIVISION,2,offpeak,3160132.5,1.2490753,0.5433028,3947243.2,1716908.9,511390.62,0.16182569,0.8381743
2024-10-01T00:00:00.000,A DIVISION,2,peak,3801006.5,1.0845504,0.4011202,4122383.2,1524660.4,470566.16,0.12380041,0.8761996
2024-10-01T00:00:00.000,A DIVISION,3,offpeak,2375433.8,0.91568035,0.38047123,2175138.0,903784.2,280620.84,0.11813457,0.88186544
2024-10-01T00:00:00.000,A DIVISION,3,peak,2934185.8,0.8480211,0.49691474,2488251.2,1458040.1,296191.62,0.100945085,0.8990549
2024-10-01T00:00:00.000,A DIVISION,4,offpeak,4205587.0,1.046517,0.41017783,4401218.5,1725038.5,559297.94,0.13298926,0.8670107
2024-10-01T00:00:00.000,A DIVISION,4,peak,4498115.0,1.1339024,0.59552413,5100423.5,2678736.0,559831.8,0.124459215,0.8755408
2024-10-01T00:00:00.000,A DIVISION,5,offpeak,2921091.2,1.1195511,0.40567914,3270310.8,1185025.8,388986.8,0.1331649,0.8668351
2024-10-01T00:00:00.000,A DIVISION,5,peak,3860806.5,1.0603781,0.2877238,4093914.5,1110846.0,446379.7,0.115618244,0.8843818
2024-10-01T00:00:00.000,A DIVISION,6,offpeak,5668443.0,1.0895808,0.7160412,6176226.0,4058838.5,716670.06,0.12643155,0.8735685
2024-10-01T00:00:00.000,A DIVISION,6,peak,6373271.5,1.240972,0.85250604,7909052.0,5433252.5,870004.9,0.13650836,0.86349165
2024-10-01T00:00:00.000,A DIVISION,7,offpeak,4320350.5,1.0346023,0.8990467,4469844.5,3884197.0,630467.06,0.1459296,0.8540704
2024-10-01T00:00:00.000,A DIVISION,7,peak,4815329.0,0.83491117,0.5757008,4020372.0,2772188.8,460752.62,0.09568455,0.9043155
2024-10-01T00:00:00.000,A DIVISION,S 42nd,offpeak,346467.22,0.4740086,-0.097203076,164228.44,-33677.68,5498.951,0.015871491,0.98412853
2024-10-01T00:00:00.000,A DIVISION,S 42nd,peak,480210.12,0.35072178,-0.10730598,168420.14,-51529.418,138.73186,0.00028889824,0.9997111
2024-10-01T00:00:00.000,B DIVISION,A,offpeak,3925394.5,1.2215014,0.78293294,4794874.5,3073320.8,795841.3,0.20274174,0.79725826
2024-10-01T00:00:00.000,B DIVISION,A,peak,4933817.5,0.97143495,0.45082834,4792883.0,2224304.8,715361.7,0.14499152,0.8550085
2024-10-01T00:00:00.000,B DIVISION,B,offpeak,2075358.1,1.5911646,1.1331224,3302236.5,2351635.0,504171.62,0.24293235,0.7570677
2024-10-01T00:00:00.000,B DIVISION,B,peak,2990318.2,1.5608919,1.112659,4667563.5,3327204.8,714560.7,0.23895808,0.76104194
2024-10-01T00:00:00.000,B DIVISION,C,offpeak,2651173.2,1.4984611,0.5370043,3972680.2,1423691.4,443744.28,0.16737656,0.8326234
2024-10-01T00:00:00.000,B DIVISION,C,peak,2323297.2,1.4476849,0.350574,3363402.5,814487.6,348118.28,0.14983802,0.85016197
2024-10-01T00:00:00.000,B DIVISION,D,offpeak,3203152.8,1.5308856,1.17336,4903660.5,3758451.2,806514.25,0.25178763,0.7482124
2024-10-01T00:00:00.000,B DIVISION,D,peak,3034881.0,1.3559984,1.0570947,4115294.0,3208156.5,659625.5,0.21734805,0.78265196
2024-10-01T00:00:00.000,B DIVISION,E,offpeak,3639717.2,1.218205,0.34384543,4433922.0,1251500.2,558331.0,0.15339954,0.8466005
2024-10-01T00:00:00.000,B DIVISION,E,peak,4217139.5,1.0133996,-0.7258455,4273647.5,-3060992.0,346407.06,0.08214266,0.91785735
2024-10-01T00:00:00.000,B DIVISION,F,offpeak,4409933.0,1.6536559,0.24020526,7292511.5,1059289.0,905331.2,0.20529364,0.79470634
2024-10-01T00:00:00.000,B DIVISION,F,peak,5116906.0,1.3256178,-0.56526077,6783061.5,-2892386.0,633657.1,0.123835996,0.876164
2024-10-01T00:00:00.000,B DIVISION,G,offpeak,1268294.8,1.2728113,1.1273284,1614299.9,1429784.6,240705.5,0.18978672,0.81021327
2024-10-01T00:00:00.000,B DIVISION,G,peak,1455285.4,1.1672384,0.72943217,1698664.9,1061532.0,269366.2,0.1850951,0.81490487
2024-10-01T00:00:00.000,B DIVISION,JZ,offpeak,1590596.9,1.4250147,0.8596062,2266624.0,1367287.0,352124.56,0.22137888,0.77862114
2024-10-01T00:00:00.000,B DIVISION,JZ,peak,1663525.6,1.3235312,0.5425427,2201728.0,902533.7,298164.9,0.17923672,0.8207633
2024-10-01T00:00:00.000,B DIVISION,L,offpeak,2925497.2,0.74410355,0.5206234,2176873.0,1523082.2,240117.39,0.08207746,0.91792256
2024-10-01T00:00:00.000,B DIVISION,L,peak,3067645.8,0.7560702,0.49603692,2319355.5,1521665.6,207372.14,0.067599766,0.9324002
2024-10-01T00:00:00.000,B DIVISION,M,offpeak,1869873.1,1.9422972,0.33661574,3631849.2,629428.75,408470.75,0.21844839,0.7815516
2024-10-01T00:00:00.000,B DIVISION,M,peak,2180939.2,1.6107941,0.04464509,3513044.2,97368.234,402357.78,0.18448828,0.8155117
2024-10-01T00:00:00.000,B DIVISION,N,offpeak,2739615.0,1.4573787,0.95019406,3992656.8,2603166.0,616895.4,0.22517595,0.774824
2024-10-01T00:00:00.000,B DIVISION,N,peak,3102566.0,1.5041677,0.70523804,4666779.5,2188047.8,610805.9,0.19687119,0.8031288
2024-10-01T00:00:00.000,B DIVISION,Q,offpeak,3377960.2,1.4094087,0.72016126,4760926.5,2432676.0,737504.94,0.21832849,0.7816715
2024-10-01T00:00:00.000,B DIVISION,Q,peak,3838658.2,1.3167579,0.91677284,5054584.0,3519177.5,812585.94,0.2116849,0.7883151
2024-10-01T00:00:00.000,B DIVISION,R,offpeak,3630146.8,1.7196065,0.21520771,6242424.0,781235.56,762655.25,0.21008939,0.7899106
2024-10-01T00:00:00.000,B DIVISION,R,peak,4181815.8,1.5464576,0.012399053,6467000.5,51850.555,682390.9,0.16318053,0.83681947
2024-10-01T00:00:00.000,B DIVISION,S Fkln,offpeak,214829.89,0.76561767,0.031292215,164477.56,6722.5034,12357.958,0.05752439,0.9424756
2024-10-01T00:00:00.000,B DIVISION,S Fkln,peak,208621.62,0.5809143,0.024787031,121191.3,5171.111,12812.385,0.061414458,0.9385855
2024-10-01T00:00:00.000,B DIVISION,S Rock,offpeak,36574.645,1.1602392,-0.71293116,42435.332,-26075.201,4722.958,0.12913203,0.87086797
2024-10-01T00:00:00.000,B DIVISION,S Rock,peak,24367.299,0.8639437,-1.214525,21051.975,-29594.693,2634.0237,0.10809666,0.89190334
2024-10-01T00:00:00.000,B DIVISION,W,offpeak,1259631.0,0.89975363,0.29097405,1133357.6,366519.94,147120.1,0.11679619,0.8832038
2024-10-01T00:00:00.000,B DIVISION,W,peak,1603162.2,0.92592615,0.04273375,1484409.9,68509.13,149538.77,0.09327738,0.9067226
2024-11-01T00:00:00.000,A DIVISION,1,offpeak,5068791.5,0.9363785,0.74850494,4746307.5,3794015.5,586549.44,0.11571781,0.8842822
2024-11-01T00:00:00.000,A DIVISION,1,peak,5383264.0,0.90336776,0.6391812,4863067.0,3440881.0,505691.5,0.09393771,0.9060623
2024-11-01T00:00:00.000,A DIVISION,2,offpeak,3032113.5,1.5831995,0.6436474,4800440.5,1951611.9,539822.3,0.178035,0.821965
2024-11-01T00:00:00.000,A DIVISION,2,peak,3525870.8,1.4489627,0.47885892,5108855.0,1688394.6,468153.22,0.13277663,0.8672234
2024-11-01T00:00:00.000,A DIVISION,3,offpeak,2387332.2,0.93723935,0.47048602,2237501.5,1123206.4,303043.7,0.12693821,0.8730618
2024-11-01T00:00:00.000,A DIVISION,3,peak,2725367.0,0.97152644,0.4645536,2647766.0,1266079.0,293893.03,0.107836135,0.8921639
2024-11-01T00:00:00.000,A DIVISION,4,offpeak,3890383.0,0.9442483,0.47285518,3673487.5,1839587.8,500179.34,0.12856814,0.8714318
2024-11-01T00:00:00.000,A DIVISION,4,peak,4055560.8,0.9437293,0.37531948,3827351.5,1522131.0,439218.62,0.10830034,0.8916997
2024-11-01T00:00:00.000,A DIVISION,5,offpeak,2767408.2,1.4020407,0.5392692,3880019.0,1492378.0,401939.78,0.1452405,0.8547595
2024-11-01T00:00:00.000,A DIVISION,5,peak,3498391.0,1.2329745,0.14479417,4313427.0,506546.6,400567.4,0.11450047,0.88549954
2024-11-01T00:00:00.000,A DIVISION,6,offpeak,5244800.5,1.1911042,0.7499188,6247104.0,3933174.5,698871.3,0.13325033,0.8667497
2024-11-01T00:00:00.000,A DIVISION,6,peak,5714858.0,1.2482073,0.82381856,7133327.5,4708006.0,774297.5,0.1354885,0.8645115
2024-11-01T00:00:00.000,A DIVISION,7,offpeak,4140123.0,0.8517269,0.5469394,3526254.0,2264396.5,454534.78,0.10978775,0.89021224
2024-11-01T00:00:00.000,A DIVISION,7,peak,4577398.0,0.7711771,0.39324623,3529984.5,1800044.6,350618.22,0.07659771,0.9234023
2024-11-01T00:00:00.000,A DIVISION,S 42nd,offpeak,374035.88,0.64543056,-0.11320886,241414.19,-42344.176,9659.524,0.025825128,0.97417486
2024-11-01T00:00:00.000,A DIVISION,S 42nd,peak,467627.34,0.43398687,-0.12632993,202944.12,-59075.33,2190.4287,0.004684133,0.99531585
2024-11-01T00:00:00.000,B DIVISION,A,offpeak,3745645.0,2.116199,1.1853607,7926530.0,4439940.0,836407.6,0.22330137,0.77669865
2024-11-01T00:00:00.000,B DIVISION,A,peak,4504196.0,2.232473,0.91271836,10055496.0,4111062.5,772755.44,0.17156345,0.82843655
2024-11-01T00:00:00.000,B DIVISION,B,offpeak,1991854.5,2.0842826,0.9307903,4151588.0,1853998.9,457962.12,0.22991745,0.77008253
2024-11-01T00:00:00.000,B DIVISION,B,peak,2732252.2,2.5050175,1.2451894,6844340.0,3402171.5,687793.6,0.2517314,0.7482686
2024-11-01T00:00:00.000,B DIVISION,C,offpeak,2727069.0,2.2487423,0.8726493,6132475.5,2379774.8,512904.66,0.1880791,0.8119209
2024-11-01T00:00:00.000,B DIVISION,C,peak,2244385.8,2.4063299,0.6237622,5400733.0,1399963.0,381217.9,0.169854,0.830146
2024-11-01T00:00:00.000,B DIVISION,D,offpeak,3160868.5,1.9992212,1.199888,6319275.0,3792688.2,764057.1,0.24172379,0.7582762
2024-11-01T00:00:00.000,B DIVISION,D,peak,2811066.0,2.3674817,1.3495898,6655148.0,3793786.2,689887.94,0.24541861,0.7545814
2024-11-01T00:00:00.000,B DIVISION,E,offpeak,3629262.0,1.5103679,0.36684808,5481521.0,1331387.9,601842.3,0.1658305,0.8341695
2024-11-01T00:00:00.000,B DIVISION,E,peak,3947307.8,1.5456132,-0.38543588,6101010.5,-1521434.0,493679.3,0.12506735,0.87493265
2024-11-01T00:00:00.000,B DIVISION,F,offpeak,4318250.5,1.7744378,0.28597668,7662467.0,1234919.0,916975.2,0.21234876,0.78765124
2024-11-01T00:00:00.000,B DIVISION,F,peak,4711591.5,1.5931323,-0.33104733,7506188.5,-1559759.8,716833.56,0.15214255,0.8478574
2024-11-01T00:00:00.000,B DIVISION,G,offpeak,1334406.0,1.1082351,0.91551983,1478835.6,1221675.1,219724.14,0.16466063,0.83533937
2024-11-01T00:00:00.000,B DIVISION,G,peak,1461647.6,0.99423397,0.60048157,1453219.8,877692.44,245542.56,0.16799025,0.83200973
2024-11-01T00:00:00.000,B DIVISION,JZ,offpeak,1461708.1,1.7423342,0.7898168,2546784.2,1154481.6,306325.34,0.2095667,0.7904333
2024-11-01T00:00:00.000,B DIVISION,JZ,peak,1511027.8,2.9344876,0.71202016,4434092.0,1075882.2,324089.25,0.21448267,0.78551733
2024-11-01T00:00:00.000,B DIVISION,L,offpeak,2842896.2,0.74947786,0.54432684,2130687.8,1547464.6,237886.9,0.083677664,0.91632235
2024-11-01T00:00:00.000,B DIVISION,L,peak,2873707.0,0.7628244,0.4644929,2192133.8,1334816.5,188560.64,0.06561582,0.93438417
2024-11-01T00:00:00.000,B DIVISION,M,offpeak,1818609.6,2.043,0.39361343,3715419.2,715829.1,405963.88,0.2232276,0.7767724
2024-11-01T00:00:00.000,B DIVISION,M,peak,2044397.8,2.6044252,0.26072583,5324480.5,533027.25,426828.88,0.20877977,0.79122025
2024-11-01T00:00:00.000,B DIVISION,N,offpeak,2581011.5,1.4640932,0.8313809,3778841.5,2145803.8,547030.1,0.21194407,0.7880559
2024-11-01T00:00:00.000,B DIVISION,N,peak,2852913.5,1.6412561,0.6281711,4682362.0,1792117.8,565429.9,0.19819385,0.80180615
2024-11-01T00:00:00.000,B DIVISION,Q,offpeak,3211555.0,1.2226669,0.2632981,3926661.8,845596.25,564029.94,0.17562518,0.8243748
2024-11-01T00:00:00.000,B DIVISION,Q,peak,3460366.2,1.2805818,0.5221607,4431282.0,1806867.4,647406.56,0.18709192,0.81290805
2024-11-01T00:00:00.000,B DIVISION,R,offpeak,3405462.8,1.776163,0.12451266,6048657.0,424023.22,709793.94,0.20842803,0.791572
2024-11-01T00:00:00.000,B DIVISION,R,peak,3857288.2,1.6813945,-0.033321623,6485623.0,-128531.1,672158.25,0.17425668,0.8257433
2024-11-01T00:00:00.000,B DIVISION,S Fkln,offpeak,196903.94,0.22469893,0.021614442,44244.1,4255.9688,5792.082,0.029415777,0.9705842
2024-11-01T00:00:00.000,B DIVISION,S Fkln,peak,185786.1,0.2708479,0.03500389,50319.77,6503.236,6727.8984,0.036213145,0.96378684
2024-11-01T00:00:00.000,B DIVISION,S Rock,offpeak,34131.715,1.0741476,-0.9585419,36662.5,-32716.682,3619.1284,0.106034175,0.89396584
2024-11-01T00:00:00.000,B DIVISION,S Rock,peak,22063.62,0.5820136,-1.2333992,12841.327,-27213.25,1660.1104,0.075241975,0.924758
2024-11-01T00:00:00.000,B DIVISION,W,offpeak,1226991.2,0.92883873,0.28659427,1139677.0,351648.62,133435.78,0.10875039,0.8912496
2024-11-01T00:00:00.000,B DIVISION,W,peak,1494377.8,1.1251838,-0.051728383,1681449.6,-77301.74,135332.9,0.09056138,0.9094386
2024-12-01T00:00:00.000,A DIVISION,1,offpeak,5034590.0,0.9629582,0.7380453,4848099.5,3715755.0,643165.4,0.12774931,0.8722507
2024-12-01T00:00:00.000,A DIVISION,1,peak,5552918.0,1.0202761,0.6621421,5665509.0,3676820.8,624175.44,0.11240494,0.88759506
2024-12-01T00:00:00.000,A DIVISION,2,offpeak,3078700.2,1.42567,0.7267879,4389210.5,2237562.2,555590.8,0.18046278,0.8195372
2024-12-01T00:00:00.000,A DIVISION,2,peak,3672602.5,1.1477195,0.4486904,4215117.5,1647861.6,483096.44,0.13154063,0.86845934
2024-12-01T00:00:00.000,A DIVISION,3,offpeak,2344247.5,0.9843538,0.45658174,2307569.0,1070340.6,293768.3,0.12531455,0.87468547
2024-12-01T00:00:00.000,A DIVISION,3,peak,2867204.8,0.9594973,0.42821017,2751075.0,1227766.2,305835.66,0.10666683,0.89333314
2024-12-01T00:00:00.000,A DIVISION,4,offpeak,4061860.5,0.93630624,0.360165,3803145.2,1462940.0,541052.4,0.13320309,0.8667969
2024-12-01T00:00:00.000,A DIVISION,4,peak,4294458.0,0.9324141,0.3694441,4004213.5,1586562.2,524842.25,0.12221384,0.87778616
2024-12-01T00:00:00.000,A DIVISION,5,offpeak,2769309.5,1.2185069,0.62145257,3374423.0,1720994.5,398652.22,0.14395365,0.8560463
2024-12-01T00:00:00.000,A DIVISION,5,peak,3658115.2,1.0738622,0.32557574,3928312.0,1190993.6,463947.56,0.12682694,0.87317306
2024-12-01T00:00:00.000,A DIVISION,6,offpeak,5352619.5,0.9788268,0.57907265,5239287.5,3099555.8,587825.25,0.1098201,0.8901799
2024-12-01T00:00:00.000,A DIVISION,6,peak,6026514.0,1.0891222,0.65205234,6563609.5,3929602.2,699077.06,0.116000235,0.88399976
2024-12-01T00:00:00.000,A DIVISION,7,offpeak,3937855.5,0.9241231,0.5071857,3639063.2,1997224.1,454101.0,0.11531682,0.8846832
2024-12-01T00:00:00.000,A DIVISION,7,peak,4489420.0,0.92569864,0.47618914,4155849.8,2137813.0,402728.78,0.0897062,0.9102938
2024-12-01T00:00:00.000,A DIVISION,S 42nd,offpeak,356117.38,0.47375047,-0.23318224,168710.78,-83040.25,4913.1147,0.013796336,0.9862037
2024-12-01T00:00:00.000,A DIVISION,S 42nd,peak,478859.62,0.42204693,-0.2356899,202101.23,-112862.375,2376.84,0.0049635423,0.9950365
2024-12-01T00:00:00.000,B DIVISION,A,offpeak,3733422.8,1.7670912,0.9320066,6597298.5,3479574.8,795985.94,0.21320541,0.7867946
2024-12-01T00:00:00.000,B DIVISION,A,peak,4675352.5,1.3334132,0.53974754,6234177.0,2523510.0,720395.75,0.15408373,0.8459163
2024-12-01T00:00:00.000,B DIVISION,B,offpeak,2108316.0,1.6020979,1.0702657,3377728.8,2256458.2,491023.56,0.23289846,0.7671015
